,Sentence #,scenario,intent
20666,20666,email,query
20667,20667,email,query
20668,20668,email,query
20669,20669,email,query
20670,20670,email,query
20671,20671,email,query
20672,20672,email,query
20673,20673,email,query
20674,20674,email,query
20675,20675,email,query
20676,20676,email,addcontact
20677,20677,email,addcontact
20678,20678,email,addcontact
20679,20679,email,query
20680,20680,email,query
20681,20681,email,query
20682,20682,email,query
20683,20683,email,query
20684,20684,email,query
20685,20685,email,addcontact
20686,20686,email,querycontact
20687,20687,email,addcontact
20688,20688,email,querycontact
20689,20689,email,querycontact
20690,20690,email,querycontact
20691,20691,email,sendemail
20692,20692,email,sendemail
20693,20693,email,sendemail
20694,20694,email,query
20695,20695,email,query
20696,20696,email,query
20697,20697,email,query
20698,20698,email,query
20699,20699,email,query
20700,20700,email,query
20701,20701,email,query
20702,20702,email,query
20703,20703,email,query
20704,20704,email,sendemail
20705,20705,email,sendemail
20706,20706,email,sendemail
20707,20707,email,sendemail
20708,20708,email,sendemail
20709,20709,email,sendemail
20710,20710,email,query
20711,20711,email,query
20712,20712,email,query
20713,20713,email,query
20714,20714,email,query
20715,20715,email,query
20716,20716,email,sendemail
20717,20717,email,sendemail
20718,20718,email,query
20719,20719,email,query
20720,20720,email,query
20721,20721,email,querycontact
20722,20722,email,querycontact
20723,20723,email,querycontact
20724,20724,email,sendemail
20725,20725,email,sendemail
20726,20726,email,sendemail
20727,20727,email,querycontact
20728,20728,email,querycontact
20729,20729,email,querycontact
20730,20730,email,query
20731,20731,email,query
20732,20732,email,query
20733,20733,email,query
20734,20734,email,query
20735,20735,email,query
20736,20736,email,querycontact
20737,20737,email,querycontact
20738,20738,email,querycontact
20739,20739,email,sendemail
20740,20740,email,sendemail
20741,20741,email,sendemail
20742,20742,email,query
20743,20743,email,query
20744,20744,email,query
20745,20745,email,query
20746,20746,email,addcontact
20747,20747,email,addcontact
20748,20748,email,addcontact
20749,20749,email,addcontact
20750,20750,email,querycontact
20751,20751,email,querycontact
20752,20752,email,querycontact
20753,20753,email,sendemail
20754,20754,email,sendemail
20755,20755,email,sendemail
20756,20756,email,sendemail
20757,20757,email,sendemail
20758,20758,email,query
20759,20759,email,query
20760,20760,email,query
20761,20761,email,query
20762,20762,email,query
20763,20763,email,query
20764,20764,email,query
20765,20765,email,query
20766,20766,email,query
20767,20767,email,query
20768,20768,email,query
20769,20769,email,sendemail
20770,20770,email,sendemail
20771,20771,email,sendemail
20772,20772,email,sendemail
20773,20773,email,sendemail
20774,20774,email,sendemail
20775,20775,email,sendemail
20776,20776,email,sendemail
20777,20777,email,sendemail
20778,20778,email,sendemail
20779,20779,email,sendemail
20780,20780,email,sendemail
20781,20781,email,query
20782,20782,email,query
20783,20783,email,query
20784,20784,email,query
20785,20785,email,query
20786,20786,email,query
20787,20787,email,query
20788,20788,email,query
20789,20789,email,query
20790,20790,email,sendemail
20791,20791,email,sendemail
20792,20792,email,sendemail
20793,20793,email,query
20794,20794,email,query
20795,20795,email,query
20796,20796,email,sendemail
20797,20797,email,sendemail
20798,20798,email,query
20799,20799,email,query
20800,20800,email,query
20801,20801,social,post
20802,20802,email,sendemail
20803,20803,email,sendemail
20804,20804,email,sendemail
20805,20805,email,sendemail
20806,20806,email,query
20807,20807,email,query
20808,20808,email,query
20809,20809,email,sendemail
20810,20810,email,sendemail
20811,20811,email,sendemail
20812,20812,email,query
20813,20813,email,query
20814,20814,email,query
20815,20815,email,addcontact
20816,20816,email,addcontact
20817,20817,email,addcontact
20818,20818,email,query
20819,20819,email,query
20820,20820,email,query
20821,20821,email,query
20822,20822,email,query
20823,20823,email,sendemail
20824,20824,email,sendemail
20825,20825,email,sendemail
20826,20826,email,querycontact
20827,20827,email,querycontact
20828,20828,email,sendemail
20829,20829,email,query
20830,20830,email,query
20831,20831,email,query
20832,20832,email,query
20833,20833,email,query
20834,20834,email,sendemail
20835,20835,email,sendemail
20836,20836,email,sendemail
20837,20837,email,query
20838,20838,email,query
20839,20839,email,query
20840,20840,email,querycontact
20841,20841,email,querycontact
20842,20842,email,querycontact
20843,20843,email,query
20844,20844,email,query
20845,20845,email,query
20846,20846,email,query
20847,20847,email,query
20848,20848,email,query
20849,20849,general,negate
20850,20850,general,negate
20851,20851,general,negate
20852,20852,general,negate
20853,20853,general,negate
20854,20854,general,negate
20855,20855,general,negate
20856,20856,general,negate
20857,20857,general,negate
20858,20858,general,negate
20859,20859,general,negate
20860,20860,general,negate
20861,20861,general,negate
20862,20862,general,negate
20863,20863,general,negate
20864,20864,general,negate
20865,20865,general,negate
20866,20866,general,negate
20867,20867,general,negate
20868,20868,general,negate
20869,20869,general,negate
20870,20870,general,negate
20871,20871,general,negate
20872,20872,general,negate
20873,20873,general,negate
20874,20874,general,negate
20875,20875,general,negate
20876,20876,general,negate
20877,20877,general,negate
20878,20878,general,negate
20879,20879,general,negate
20880,20880,general,negate
20881,20881,general,negate
20882,20882,general,negate
20883,20883,general,negate
20884,20884,general,negate
20885,20885,general,negate
20886,20886,general,negate
20887,20887,general,negate
20888,20888,general,negate
20889,20889,general,negate
20890,20890,general,negate
20891,20891,general,negate
20892,20892,general,negate
20893,20893,general,negate
20894,20894,general,negate
20895,20895,general,negate
20896,20896,general,negate
20897,20897,general,negate
20898,20898,general,negate
20899,20899,general,negate
20900,20900,general,negate
20901,20901,general,negate
20902,20902,general,negate
20903,20903,general,negate
20904,20904,general,negate
20905,20905,general,negate
20906,20906,general,negate
20907,20907,general,negate
20908,20908,general,negate
20909,20909,general,negate
20910,20910,general,negate
20911,20911,general,negate
20912,20912,general,negate
20913,20913,general,negate
20914,20914,general,negate
20915,20915,general,negate
20916,20916,general,negate
20917,20917,general,negate
20918,20918,general,negate
20919,20919,general,negate
20920,20920,general,negate
20921,20921,general,negate
20922,20922,general,negate
20923,20923,general,negate
20924,20924,general,negate
20925,20925,general,negate
20926,20926,general,negate
20927,20927,general,negate
20928,20928,general,negate
20929,20929,general,negate
20930,20930,general,negate
20931,20931,general,negate
20932,20932,general,negate
20933,20933,general,negate
20934,20934,general,negate
20935,20935,general,negate
20936,20936,general,negate
20937,20937,general,negate
20938,20938,general,negate
20939,20939,general,negate
20940,20940,general,negate
20941,20941,general,negate
20942,20942,general,negate
20943,20943,general,negate
20944,20944,general,negate
20945,20945,general,negate
20946,20946,general,negate
20947,20947,general,negate
20948,20948,general,negate
20949,20949,general,negate
20950,20950,general,negate
20951,20951,general,negate
20952,20952,general,negate
20953,20953,general,negate
20954,20954,general,negate
20955,20955,general,negate
20956,20956,general,negate
20957,20957,general,negate
20958,20958,general,negate
20959,20959,general,negate
20960,20960,general,negate
20961,20961,general,negate
20962,20962,general,negate
20963,20963,general,negate
20964,20964,general,negate
20965,20965,general,negate
20966,20966,general,negate
20967,20967,general,negate
20968,20968,general,negate
20969,20969,general,negate
20970,20970,general,negate
20971,20971,general,negate
20972,20972,general,negate
20973,20973,general,negate
20974,20974,general,negate
20975,20975,general,negate
20976,20976,general,negate
20977,20977,general,negate
20978,20978,general,negate
20979,20979,general,negate
20980,20980,general,negate
20981,20981,general,negate
20982,20982,general,negate
20983,20983,general,negate
20984,20984,general,negate
20985,20985,general,negate
20986,20986,general,negate
20987,20987,general,negate
20988,20988,general,negate
20989,20989,general,negate
20990,20990,general,negate
20991,20991,general,negate
20992,20992,general,negate
20993,20993,general,negate
20994,20994,general,negate
20995,20995,general,negate
20996,20996,general,negate
20997,20997,general,negate
20998,20998,general,negate
20999,20999,general,negate
21000,21000,general,negate
21001,21001,general,negate
21002,21002,general,negate
21003,21003,general,negate
21004,21004,general,negate
21005,21005,general,negate
21006,21006,general,negate
21007,21007,general,negate
21008,21008,general,negate
21009,21009,general,negate
21010,21010,general,negate
21011,21011,general,negate
21012,21012,general,negate
21013,21013,general,negate
21014,21014,general,negate
21015,21015,general,negate
21016,21016,general,negate
21017,21017,general,negate
21018,21018,general,negate
21019,21019,general,negate
21020,21020,general,negate
21021,21021,general,negate
21022,21022,general,negate
21023,21023,general,negate
21024,21024,general,negate
21025,21025,general,negate
21026,21026,general,negate
21027,21027,general,negate
21028,21028,general,negate
21029,21029,general,negate
21030,21030,general,negate
21031,21031,general,negate
21032,21032,general,negate
21033,21033,general,negate
21034,21034,general,negate
21035,21035,general,negate
21036,21036,general,negate
21037,21037,general,negate
21038,21038,general,negate
21039,21039,general,negate
21040,21040,general,negate
21041,21041,general,negate
21042,21042,general,negate
21043,21043,general,negate
21044,21044,general,negate
21045,21045,general,negate
21046,21046,general,negate
21047,21047,general,negate
21048,21048,general,negate
21049,21049,general,negate
21050,21050,general,negate
21051,21051,general,negate
21052,21052,general,negate
21053,21053,general,negate
21054,21054,general,negate
21055,21055,general,negate
21056,21056,general,negate
21057,21057,general,negate
21058,21058,general,negate
21059,21059,general,negate
21060,21060,general,negate
21061,21061,general,negate
21062,21062,general,negate
21063,21063,general,negate
21064,21064,general,negate
21065,21065,general,negate
21066,21066,general,negate
21067,21067,general,negate
21068,21068,general,negate
21069,21069,general,negate
21070,21070,general,negate
21071,21071,general,negate
21072,21072,general,negate
21073,21073,general,negate
21074,21074,general,negate
21075,21075,general,negate
21076,21076,general,negate
21077,21077,general,negate
21078,21078,general,negate
21079,21079,general,negate
21080,21080,general,negate
21081,21081,general,negate
21082,21082,general,negate
21083,21083,general,negate
21084,21084,general,negate
21085,21085,general,negate
21086,21086,general,negate
21087,21087,general,negate
21088,21088,general,negate
21089,21089,general,negate
21090,21090,general,negate
21091,21091,general,negate
21092,21092,general,negate
21093,21093,general,negate
21094,21094,general,negate
21095,21095,general,negate
21096,21096,general,negate
21097,21097,general,negate
21098,21098,general,negate
21099,21099,general,negate
21100,21100,general,negate
21101,21101,general,negate
21102,21102,general,negate
21103,21103,general,negate
21104,21104,general,negate
21105,21105,general,negate
21106,21106,general,negate
21107,21107,general,negate
21108,21108,general,negate
21109,21109,general,negate
21110,21110,general,negate
21111,21111,general,negate
21112,21112,general,negate
21113,21113,general,negate
21114,21114,general,negate
21115,21115,general,negate
21116,21116,general,negate
21117,21117,general,negate
21118,21118,general,negate
21119,21119,general,negate
21120,21120,general,negate
21121,21121,general,negate
21122,21122,general,negate
21123,21123,general,negate
21124,21124,general,negate
21125,21125,general,negate
21126,21126,general,negate
21127,21127,general,negate
21128,21128,general,negate
21129,21129,general,negate
21130,21130,general,negate
21131,21131,general,negate
21132,21132,general,negate
21133,21133,general,negate
21134,21134,general,negate
21135,21135,general,negate
21136,21136,general,negate
21137,21137,general,negate
21138,21138,general,negate
21139,21139,general,negate
21140,21140,general,negate
21141,21141,general,negate
21142,21142,general,negate
21143,21143,general,negate
21144,21144,general,negate
21145,21145,general,negate
21146,21146,general,negate
21147,21147,general,negate
21148,21148,general,negate
21149,21149,general,negate
21150,21150,general,negate
21151,21151,general,negate
21152,21152,general,negate
21153,21153,general,negate
21154,21154,general,negate
21155,21155,general,negate
21156,21156,general,negate
21157,21157,general,negate
21158,21158,general,negate
21159,21159,general,negate
21160,21160,general,negate
21161,21161,general,negate
21162,21162,general,negate
21163,21163,general,negate
21164,21164,general,negate
21165,21165,general,negate
21166,21166,general,negate
21167,21167,general,negate
21168,21168,general,negate
21169,21169,general,negate
21170,21170,general,negate
21171,21171,general,negate
21172,21172,general,negate
21173,21173,general,negate
21174,21174,general,negate
21175,21175,general,negate
21176,21176,general,negate
21177,21177,general,negate
21178,21178,general,negate
21179,21179,general,negate
21180,21180,general,negate
21181,21181,general,negate
21182,21182,general,negate
21183,21183,general,negate
21184,21184,general,negate
21185,21185,general,negate
21186,21186,general,negate
21187,21187,general,negate
21188,21188,general,negate
21189,21189,general,negate
21190,21190,general,negate
21191,21191,general,negate
21192,21192,general,negate
21193,21193,general,negate
21194,21194,general,negate
21195,21195,general,negate
21196,21196,general,negate
21197,21197,general,negate
21198,21198,general,negate
21199,21199,general,negate
21200,21200,general,negate
21201,21201,general,negate
21202,21202,general,negate
21203,21203,general,negate
21204,21204,general,negate
21205,21205,general,negate
21206,21206,general,negate
21207,21207,general,negate
21208,21208,general,negate
21209,21209,general,negate
21210,21210,general,negate
21211,21211,general,negate
21212,21212,general,negate
21213,21213,general,negate
21214,21214,general,negate
21215,21215,general,negate
21216,21216,general,negate
21217,21217,general,negate
21218,21218,general,negate
21219,21219,general,negate
21220,21220,general,negate
21221,21221,general,negate
21222,21222,general,negate
21223,21223,general,negate
21224,21224,general,negate
21225,21225,general,negate
21226,21226,general,negate
21227,21227,general,negate
21228,21228,general,negate
21229,21229,general,negate
21230,21230,general,negate
21231,21231,general,negate
21232,21232,general,negate
21233,21233,general,negate
21234,21234,general,negate
21235,21235,general,negate
21236,21236,general,negate
21237,21237,general,negate
21238,21238,general,negate
21239,21239,general,negate
21240,21240,general,negate
21241,21241,general,negate
21242,21242,general,negate
21243,21243,general,negate
21244,21244,general,negate
21245,21245,general,negate
21246,21246,general,negate
21247,21247,general,negate
21248,21248,general,negate
21249,21249,general,negate
21250,21250,general,negate
21251,21251,general,negate
21252,21252,general,negate
21253,21253,general,negate
21254,21254,general,negate
21255,21255,general,negate
21256,21256,general,negate
21257,21257,general,negate
21258,21258,general,negate
21259,21259,general,negate
21260,21260,general,negate
21261,21261,general,negate
21262,21262,general,negate
21263,21263,general,negate
21264,21264,general,negate
21265,21265,general,negate
21266,21266,general,negate
21267,21267,general,negate
21268,21268,general,negate
21269,21269,general,negate
21270,21270,general,negate
21271,21271,general,negate
21272,21272,general,negate
21273,21273,general,negate
21274,21274,general,negate
21275,21275,general,negate
21276,21276,general,negate
21277,21277,general,negate
21278,21278,general,negate
21279,21279,general,negate
21280,21280,general,negate
21281,21281,general,negate
21282,21282,general,negate
21283,21283,general,negate
21284,21284,general,negate
21285,21285,general,negate
21286,21286,general,negate
21287,21287,general,negate
21288,21288,general,negate
21289,21289,general,negate
21290,21290,general,negate
21291,21291,general,negate
21292,21292,general,negate
21293,21293,general,negate
21294,21294,general,negate
21295,21295,general,negate
21296,21296,general,negate
21297,21297,general,negate
21298,21298,general,negate
21299,21299,general,negate
21300,21300,general,negate
21301,21301,general,negate
21302,21302,general,negate
21303,21303,general,negate
21304,21304,general,negate
21305,21305,general,negate
21306,21306,general,negate
21307,21307,general,negate
21308,21308,general,negate
21309,21309,general,negate
21310,21310,general,negate
21311,21311,general,negate
21312,21312,general,negate
21313,21313,general,negate
21314,21314,general,negate
21315,21315,general,negate
21316,21316,general,negate
21317,21317,general,negate
21318,21318,general,negate
21319,21319,general,negate
21320,21320,general,negate
21321,21321,general,negate
21322,21322,general,negate
21323,21323,general,negate
21324,21324,general,negate
21325,21325,general,negate
21326,21326,general,negate
21327,21327,general,negate
21328,21328,general,negate
21329,21329,general,negate
21330,21330,general,negate
21331,21331,general,negate
21332,21332,general,negate
21333,21333,general,negate
21334,21334,general,negate
21335,21335,general,negate
21336,21336,general,negate
21337,21337,general,negate
21338,21338,general,negate
21339,21339,general,negate
21340,21340,general,negate
21341,21341,general,negate
21342,21342,general,negate
21343,21343,general,negate
21344,21344,general,negate
21345,21345,general,negate
21346,21346,general,negate
21347,21347,general,negate
21348,21348,general,negate
21349,21349,general,negate
21350,21350,general,negate
21351,21351,general,negate
21352,21352,general,negate
21353,21353,general,negate
21354,21354,general,negate
21355,21355,general,negate
21356,21356,general,negate
21357,21357,general,negate
21358,21358,general,negate
21359,21359,general,negate
21360,21360,general,negate
21361,21361,general,negate
21362,21362,general,negate
21363,21363,general,negate
21364,21364,general,negate
21365,21365,general,negate
21366,21366,general,negate
21367,21367,general,negate
21368,21368,general,negate
21369,21369,general,negate
21370,21370,general,negate
21371,21371,general,negate
21372,21372,general,negate
21373,21373,general,negate
21374,21374,general,negate
21375,21375,general,negate
21376,21376,general,negate
21377,21377,general,negate
21378,21378,general,negate
21379,21379,general,negate
21380,21380,general,negate
21381,21381,general,negate
21382,21382,general,negate
21383,21383,general,negate
21384,21384,general,negate
21385,21385,general,negate
21386,21386,general,negate
21387,21387,general,negate
21388,21388,general,negate
21389,21389,general,negate
21390,21390,general,negate
21391,21391,general,negate
21392,21392,general,negate
21393,21393,general,negate
21394,21394,general,negate
21395,21395,general,negate
21396,21396,general,negate
21397,21397,general,negate
21398,21398,general,negate
21399,21399,general,negate
21400,21400,general,negate
21401,21401,general,negate
21402,21402,general,negate
21403,21403,general,negate
21404,21404,general,negate
21405,21405,general,negate
21406,21406,general,negate
21407,21407,general,negate
21408,21408,general,negate
21409,21409,general,negate
21410,21410,general,negate
21411,21411,general,negate
21412,21412,general,negate
21413,21413,general,negate
21414,21414,general,negate
21415,21415,general,negate
21416,21416,general,negate
21417,21417,general,negate
21418,21418,general,negate
21419,21419,general,negate
21420,21420,general,negate
21421,21421,general,negate
21422,21422,general,negate
21423,21423,general,negate
21424,21424,general,negate
21425,21425,general,negate
21426,21426,general,negate
21427,21427,general,negate
21428,21428,general,negate
21429,21429,general,negate
21430,21430,general,negate
21431,21431,general,negate
21432,21432,general,negate
21433,21433,general,negate
21434,21434,general,negate
21435,21435,general,negate
21436,21436,general,negate
21437,21437,general,negate
21438,21438,general,negate
21439,21439,general,negate
21440,21440,general,negate
21441,21441,general,negate
21442,21442,general,negate
21443,21443,general,negate
21444,21444,general,negate
21445,21445,general,negate
21446,21446,general,negate
21447,21447,general,negate
21448,21448,general,negate
21449,21449,general,negate
21450,21450,general,negate
21451,21451,general,negate
21452,21452,general,negate
21453,21453,general,negate
21454,21454,general,negate
21455,21455,general,negate
21456,21456,general,negate
21457,21457,general,negate
21458,21458,general,negate
21459,21459,general,negate
21460,21460,general,negate
21461,21461,general,negate
21462,21462,general,negate
21463,21463,general,negate
21464,21464,general,negate
21465,21465,general,negate
21466,21466,general,negate
21467,21467,general,negate
21468,21468,general,negate
21469,21469,general,negate
21470,21470,general,negate
21471,21471,general,negate
21472,21472,general,negate
21473,21473,general,negate
21474,21474,general,negate
21475,21475,general,negate
21476,21476,general,negate
21477,21477,general,negate
21478,21478,general,negate
21479,21479,general,negate
21480,21480,general,negate
21481,21481,general,negate
21482,21482,general,negate
21483,21483,general,negate
21484,21484,general,negate
21485,21485,general,negate
21486,21486,general,negate
21487,21487,general,negate
21488,21488,general,negate
21489,21489,general,negate
21490,21490,general,negate
21491,21491,general,negate
21492,21492,general,negate
21493,21493,general,negate
21494,21494,general,negate
21495,21495,general,negate
21496,21496,general,negate
21497,21497,general,negate
21498,21498,general,negate
21499,21499,general,negate
21500,21500,general,negate
21501,21501,general,negate
21502,21502,general,negate
21503,21503,general,negate
21504,21504,general,negate
21505,21505,general,negate
21506,21506,general,negate
21507,21507,general,negate
21508,21508,general,negate
21509,21509,general,negate
21510,21510,general,negate
21511,21511,general,negate
21512,21512,general,negate
21513,21513,general,negate
21514,21514,general,negate
21515,21515,general,negate
21516,21516,general,negate
21517,21517,general,negate
21518,21518,general,negate
21519,21519,general,negate
21520,21520,general,negate
21521,21521,general,negate
21522,21522,general,negate
21523,21523,general,negate
21524,21524,general,negate
21525,21525,general,negate
21526,21526,general,negate
21527,21527,general,negate
21528,21528,general,negate
21529,21529,general,negate
21530,21530,general,negate
21531,21531,general,negate
21532,21532,general,negate
21533,21533,general,negate
21534,21534,general,negate
21535,21535,general,negate
21536,21536,general,negate
21537,21537,general,negate
21538,21538,general,negate
21539,21539,general,negate
21540,21540,general,negate
21541,21541,general,negate
21542,21542,general,negate
21543,21543,general,negate
21544,21544,general,negate
21545,21545,general,negate
21546,21546,general,negate
21547,21547,general,negate
21548,21548,general,negate
21549,21549,general,negate
21550,21550,general,negate
21551,21551,general,negate
21552,21552,general,negate
21553,21553,general,negate
21554,21554,general,negate
21555,21555,general,negate
21556,21556,general,negate
21557,21557,general,negate
21558,21558,general,negate
21559,21559,general,negate
21560,21560,general,negate
21561,21561,general,negate
21562,21562,general,negate
21563,21563,general,negate
21564,21564,general,negate
21565,21565,general,negate
21566,21566,general,negate
21567,21567,general,negate
21568,21568,general,negate
21569,21569,general,negate
21570,21570,general,negate
21571,21571,general,negate
21572,21572,general,negate
21573,21573,general,negate
21574,21574,general,negate
21575,21575,general,negate
21576,21576,general,negate
21577,21577,general,negate
21578,21578,general,negate
21579,21579,general,negate
21580,21580,general,negate
21581,21581,general,negate
21582,21582,general,negate
21583,21583,general,negate
21584,21584,general,negate
21585,21585,general,negate
21586,21586,general,negate
21587,21587,general,negate
21588,21588,general,negate
21589,21589,general,negate
21590,21590,general,negate
21591,21591,general,negate
21592,21592,general,negate
21593,21593,general,negate
21594,21594,general,negate
21595,21595,general,negate
21596,21596,general,negate
21597,21597,general,negate
21598,21598,general,negate
21599,21599,general,negate
21600,21600,general,negate
21601,21601,general,negate
21602,21602,general,negate
21603,21603,general,negate
21604,21604,general,negate
21605,21605,general,negate
21606,21606,general,negate
21607,21607,general,negate
21608,21608,general,negate
21609,21609,general,negate
21610,21610,general,negate
21611,21611,general,negate
21612,21612,general,negate
21613,21613,general,negate
21614,21614,general,negate
21615,21615,general,negate
21616,21616,general,negate
21617,21617,general,negate
21618,21618,general,negate
21619,21619,general,negate
21620,21620,general,negate
21621,21621,general,negate
21622,21622,general,negate
21623,21623,general,negate
21624,21624,general,negate
21625,21625,general,negate
21626,21626,general,negate
21627,21627,general,negate
21628,21628,general,negate
21629,21629,general,negate
21630,21630,general,negate
21631,21631,general,negate
21632,21632,general,negate
21633,21633,general,negate
21634,21634,general,negate
21635,21635,general,negate
21636,21636,general,negate
21637,21637,general,negate
21638,21638,general,negate
21639,21639,general,negate
21640,21640,general,negate
21641,21641,general,negate
21642,21642,general,negate
21643,21643,general,negate
21644,21644,general,negate
21645,21645,general,negate
21646,21646,general,negate
21647,21647,general,negate
21648,21648,general,negate
21649,21649,general,negate
21650,21650,general,negate
21651,21651,general,negate
21652,21652,general,negate
21653,21653,general,negate
21654,21654,general,negate
21655,21655,general,negate
21656,21656,general,negate
21657,21657,general,negate
21658,21658,general,negate
21659,21659,general,negate
21660,21660,general,negate
21661,21661,general,negate
21662,21662,general,negate
21663,21663,general,negate
21664,21664,general,negate
21665,21665,general,negate
21666,21666,general,negate
21667,21667,general,negate
21668,21668,general,negate
21669,21669,general,negate
21670,21670,general,negate
21671,21671,general,negate
21672,21672,general,negate
21673,21673,general,negate
21674,21674,general,negate
21675,21675,general,negate
21676,21676,general,negate
21677,21677,general,negate
21678,21678,general,negate
21679,21679,general,negate
21680,21680,general,negate
21681,21681,general,negate
21682,21682,general,negate
21683,21683,general,negate
21684,21684,general,negate
21685,21685,general,negate
21686,21686,general,negate
21687,21687,general,negate
21688,21688,general,negate
21689,21689,general,negate
21690,21690,general,negate
21691,21691,general,negate
21692,21692,general,negate
21693,21693,general,negate
21694,21694,general,negate
21695,21695,general,negate
21696,21696,general,negate
21697,21697,general,negate
21698,21698,general,negate
21699,21699,general,negate
21700,21700,general,negate
21701,21701,general,negate
21702,21702,general,negate
21703,21703,general,negate
21704,21704,general,negate
21705,21705,general,negate
21706,21706,general,negate
21707,21707,general,negate
21708,21708,general,negate
21709,21709,general,negate
21710,21710,general,negate
21711,21711,general,negate
21712,21712,general,negate
21713,21713,general,negate
21714,21714,general,negate
21715,21715,general,negate
21716,21716,general,negate
21717,21717,general,negate
21718,21718,general,negate
21719,21719,general,negate
21720,21720,general,negate
21721,21721,general,negate
21722,21722,general,negate
21723,21723,general,negate
21724,21724,general,negate
21725,21725,general,negate
21726,21726,general,negate
21727,21727,general,negate
21728,21728,general,negate
21729,21729,general,negate
21730,21730,general,negate
21731,21731,general,negate
21732,21732,general,negate
21733,21733,general,negate
21734,21734,general,negate
21735,21735,general,negate
21736,21736,general,negate
21737,21737,general,negate
21738,21738,general,negate
21739,21739,general,negate
21740,21740,general,negate
21741,21741,general,negate
21742,21742,general,negate
21743,21743,general,negate
21744,21744,general,negate
21745,21745,general,negate
21746,21746,general,negate
21747,21747,general,negate
21748,21748,general,negate
21749,21749,general,negate
21750,21750,general,negate
21751,21751,general,negate
21752,21752,general,negate
21753,21753,general,negate
21754,21754,general,negate
21755,21755,general,negate
21756,21756,general,negate
21757,21757,general,negate
21758,21758,general,negate
21759,21759,general,negate
21760,21760,general,negate
21761,21761,general,negate
21762,21762,general,negate
21763,21763,general,negate
21764,21764,general,negate
21765,21765,general,negate
21766,21766,general,negate
21767,21767,general,negate
21768,21768,general,negate
21769,21769,general,negate
21770,21770,general,negate
21771,21771,general,negate
21772,21772,general,negate
21773,21773,general,negate
21774,21774,general,negate
21775,21775,general,negate
21776,21776,general,negate
21777,21777,general,negate
21778,21778,general,negate
21779,21779,general,negate
21780,21780,general,negate
21781,21781,general,negate
21782,21782,general,negate
21783,21783,general,negate
21784,21784,general,negate
21785,21785,general,negate
21786,21786,general,negate
21787,21787,general,negate
21788,21788,general,dontcare
21789,21789,general,dontcare
21790,21790,general,dontcare
21791,21791,general,dontcare
21792,21792,general,dontcare
21793,21793,general,dontcare
21794,21794,general,dontcare
21795,21795,general,dontcare
21796,21796,general,dontcare
21797,21797,general,dontcare
21798,21798,general,dontcare
21799,21799,general,dontcare
21800,21800,general,dontcare
21801,21801,general,dontcare
21802,21802,general,dontcare
21803,21803,general,dontcare
21804,21804,general,dontcare
21805,21805,general,dontcare
21806,21806,general,dontcare
21807,21807,general,dontcare
21808,21808,general,dontcare
21809,21809,general,dontcare
21810,21810,general,dontcare
21811,21811,general,dontcare
21812,21812,general,dontcare
21813,21813,general,dontcare
21814,21814,general,dontcare
21815,21815,general,dontcare
21816,21816,general,dontcare
21817,21817,general,dontcare
21818,21818,general,dontcare
21819,21819,general,dontcare
21820,21820,general,dontcare
21821,21821,general,dontcare
21822,21822,general,dontcare
21823,21823,general,dontcare
21824,21824,general,dontcare
21825,21825,general,dontcare
21826,21826,general,dontcare
21827,21827,general,dontcare
21828,21828,general,dontcare
21829,21829,general,dontcare
21830,21830,general,dontcare
21831,21831,general,dontcare
21832,21832,general,dontcare
21833,21833,general,dontcare
21834,21834,general,dontcare
21835,21835,general,dontcare
21836,21836,general,dontcare
21837,21837,general,dontcare
21838,21838,general,dontcare
21839,21839,general,dontcare
21840,21840,general,dontcare
21841,21841,general,dontcare
21842,21842,general,dontcare
21843,21843,general,dontcare
21844,21844,general,dontcare
21845,21845,general,dontcare
21846,21846,general,dontcare
21847,21847,general,dontcare
21848,21848,general,dontcare
21849,21849,general,dontcare
21850,21850,general,dontcare
21851,21851,general,dontcare
21852,21852,general,dontcare
21853,21853,general,dontcare
21854,21854,general,dontcare
21855,21855,general,dontcare
21856,21856,general,dontcare
21857,21857,general,dontcare
21858,21858,general,dontcare
21859,21859,general,dontcare
21860,21860,general,dontcare
21861,21861,general,dontcare
21862,21862,general,dontcare
21863,21863,general,dontcare
21864,21864,general,dontcare
21865,21865,general,dontcare
21866,21866,general,dontcare
21867,21867,general,dontcare
21868,21868,general,dontcare
21869,21869,general,dontcare
21870,21870,general,dontcare
21871,21871,general,dontcare
21872,21872,general,dontcare
21873,21873,general,dontcare
21874,21874,general,dontcare
21875,21875,general,dontcare
21876,21876,general,dontcare
21877,21877,general,dontcare
21878,21878,general,dontcare
21879,21879,general,dontcare
21880,21880,general,dontcare
21881,21881,general,dontcare
21882,21882,general,dontcare
21883,21883,general,dontcare
21884,21884,general,dontcare
21885,21885,general,dontcare
21886,21886,general,dontcare
21887,21887,general,dontcare
21888,21888,general,dontcare
21889,21889,general,dontcare
21890,21890,general,dontcare
21891,21891,general,dontcare
21892,21892,general,dontcare
21893,21893,general,dontcare
21894,21894,general,dontcare
21895,21895,general,dontcare
21896,21896,general,dontcare
21897,21897,general,dontcare
21898,21898,general,dontcare
21899,21899,general,dontcare
21900,21900,general,dontcare
21901,21901,general,dontcare
21902,21902,general,dontcare
21903,21903,general,dontcare
21904,21904,general,dontcare
21905,21905,general,dontcare
21906,21906,general,dontcare
21907,21907,general,dontcare
